cim	fajta	lap	szakasz	sor	mit
0x00c8f070	?	picasa-keptalca.md	47. 20.2 A felirat NÉGY változatban áll elő — nem egyben	882	\`0x00c8f070\` = \`%s - %d %s\`, \`0x00c8efd8\` = \`Album Selected\`,
0x00c8f0ac	?	picasa-keptalca.md	47. 20.2 A felirat NÉGY változatban áll elő — nem egyben	884	\`0x00c84c18\` = \`photos\`, \`0x00c8f0ac\` = \`No selection\`.
0x00c8f448	?	picasa-gyorsbillentyuk.md	37. 10.10 A MÓDOSÍTÓ NÉLKÜLI billentyűk — a `0x005e6710`-ben	935	\| **F3** \| \`0x005e69a4\` \| **kattint: \`searchcontainer/searchbutton\`** (\`0x00c8f448\`) — ugyanaz az elem, mint…
0x00c8f448	konstans	picasa-kereses-modok.md	13. Mit CSINÁL a parancs	196	0x005ccc14 push 1 ; utasítás edx, 0xc8f448 ; utasítás 0x9cd8f0 ; searchcontainer/searchbutton = 1
0x00c8f468	?	kek-info-sav.md	15. A felirat	229	0x0056f9d1 utasítás eax, 0x00c8f468 ; "Tags: " (az angol alapérték)
0x00c8f468	?	kek-info-sav.md	33. 10.5 Kontroll: a 7. szakasz három címe visszaolvasva	539	\| \`0x00c8f468\` \| \`Tags: \` \|
0x00c8f470	adat	kek-info-sav.md	15. A felirat	228	0x0056f9cc utasítás 0x00c8f470 ; "CThumbUI::GetTagInfo::format" (a KULCS)
0x00c8f470	?	kek-info-sav.md	33. 10.5 Kontroll: a 7. szakasz három címe visszaolvasva	540	\| \`0x00c8f470\` \| \`CThumbUI::GetTagInfo::format\` \|
0x00c8f494	?	kek-info-sav.md	16. A címkénkénti alak — BEÉGETETT, nem honosított	236	0x0056fa98 utasítás 0x00c8f494 ; "%s (%d)"
0x00c8f494	?	kek-info-sav.md	33. 10.5 Kontroll: a 7. szakasz három címe visszaolvasva	541	\| \`0x00c8f494\` \| \`%s (%d)\` \|
0x00c8f508	?	kek-info-sav.md	30. 10.2 ⭐ A választás: a két FORMÁZOTT DÁTUM sztring-egyenlősége	486	\`0x00c8f508\` = \` %s to %s %s on disk\` (\`::4\`, **két** dátum) —
0x00c8f528	?	kek-info-sav.md	30. 10.2 ⭐ A választás: a két FORMÁZOTT DÁTUM sztring-egyenlősége	481	0x00570271 utasítás 0x00c8f528 ; KÜLÖNBÖZŐ → il_GetSelectionInfo::4
0x00c8f540	?	kek-info-sav.md	30. 10.2 ⭐ A választás: a két FORMÁZOTT DÁTUM sztring-egyenlősége	485	\`0x00c8f540\` = \` %s %s on disk\` (\`::5\`, **egy** dátum),
0x00c8f558	?	kek-info-sav.md	30. 10.2 ⭐ A választás: a két FORMÁZOTT DÁTUM sztring-egyenlősége	480	0x0057026b jne 0x005701bd ; EGYENLŐ → utasítás 0x00c8f558 = il_GetSelectionInfo::5
0x00c8f6dc	?	picasa-keptalca.md	56. 22. A „További lehetőségek…" gomb VISELKEDÉSE — kimérve (2026-09-04, #1672)	1163	0x005dad25 utasítás ecx, 0x00c8f6dc ; "outputlayout/morebutton"
0x00c8f79f	?	filterdesc-registry.md	169. 2. ⛔ A `filterdesc.xml` `innerglow`-t ír — a bináris `inner`-t olvas	5771	\| \`inner\0\` \| \`0x00c8f79f\` (kontroll: létezik) \|
0x00c8fd00	?	ui-audit-mainwindow.md	31. A fanézet HÁROM beállítása és az alapértékük (2026-08-16)	730	\| \`SimplifiedHierarchy\` \| \`0x00c8fd00\` \| logikai \| egyszerűsített ↔ teljes fa \|
0x00c8fd00	?	ui-audit-mainwindow.md	31. A fanézet HÁROM beállítása és az alapértékük (2026-08-16)	746	utasítás 0xc8fd00 ; "SimplifiedHierarchy"
0x00c8fd18	adat	picasa-metaadat-tulajdonsagok.md	1. 1. A szótár és a lekérdezői	25	\| forrásnév-sztring \| \`BinaryMetadata::GetString\` (\`0x00c8fd18\` környéke) \|
0x00c8ffc0	?	picasa-menu-parancsok-viselkedes.md	106. 38.3 ⭐ „Beállítás asztali háttérképként" — mit ír, hova, milyen stílussal	1857	(\`0xc7f0fc\`) / \`Backgrounds\` (\`0xc8ffc0\`) mappába — a mappát a
0x00c8ffe8	?	picasa-menu-parancsok-viselkedes.md	106. 38.3 ⭐ „Beállítás asztali háttérképként" — mit ír, hova, milyen stílussal	1856	1.
0x00c90000	adat	picasa-menu-parancsok-viselkedes.md	106. 38.3 ⭐ „Beállítás asztali háttérképként" — mit ír, hova, milyen stílussal	1864	ág: **\`Control Panel\Desktop\\`** (\`0xc90000\`), három érték:
0x00c902b8	?	ui-audit-editor.md	18. 3.3 Az „alkalmazva" jelvény (`fx%d_adorn`)	519	\| \`editpanel/fxthumbs\` \| \`0x00C902B8\` \| \`0x008902B8\` \| ugyanaz \|
0x00c90378	?	picasa-lebego-ertesito.md	4. 3. ág — várakozás	78	\| \`CThumbUI::DelayOpWaiting\` \| Waiting...
0x00c90378	?	picasa-lebego-ertesito.md	4. 3. ág — várakozás	80	Közvetlenül a \`clickview\` előtt áll a szövegtárban (\`0x00c90378\` →
0x00c903a4	?	picasa-lebego-ertesito.md	2. 1. ág — képernyőfelvétel mentése	34	\| \`CThumbUI::clickview\` \| click to view \| **a megtekintéshez kattintson ide** \| \`0x00c903a4\` \|
0x00c903a4	adat	picasa-lebego-ertesito.md	4. 3. ág — várakozás	81	\`0x00c903a4\`), tehát a két kulcs egy családba tartozik.
0x00c9049c	?	ui-audit-mainwindow.md	65. A `+0x2a4` tag: az `INavigation` részobjektum a `CThumbUI`-ban	1415	0x005644b5 c785a40200009c04c900 utasítás dword ptr [ebp+0x2a4], 0xc9049c
0x00c9049c	RTTI	ui-audit-mainwindow.md	65. A `+0x2a4` tag: az `INavigation` részobjektum a `CThumbUI`-ban	1422	\| \`0x00c9049c\` \| **\`.?AVINavigation@@\`** \| \`0x005644b5\` (ctor, tiszta virtuális) \|
0x00c90754	RTTI	ui-audit-mainwindow.md	65. A `+0x2a4` tag: az `INavigation` részobjektum a `CThumbUI`-ban	1423	\| \`0x00c90754\` \| **\`.?AVCThumbUI@@\`** \| \`0x005645da\` és \`0x005653da\` \|
0x00c90754	?	ui-audit-mainwindow.md	65. A `+0x2a4` tag: az `INavigation` részobjektum a `CThumbUI`-ban	1425	A négy rekesz tartalma a \`0x00c90754\` vtáblából kiolvasva:
0x00c9088c	?	kollazs-eletciklus.md	308. 59.1 A sávon kívüli párosok — mind a kilenc azonosítva	6019	\| \`0x00562843\` \| \`Readme\` **ktor** (\`vftable 0x00c9088c\`) \|
0x00c909d4	?	picasa-gomb-es-menu-rendszer.md	20. 8/b A buboréksúgó rajza — a statikus lánc határai (2026-08-21, G2 + 2026-09-18-i helyesbítés)	549	\| a \`ytToolTip\` vtable-je (\`0x00c909d4\`, 30 rekesz) \| nincs külön tooltip-specifikus rajzoló-felülírás; a rajz…
0x00c90e74	?	picasa-menu-parancsok-viselkedes.md	80. 35.6 Biztonsági mentés — `backup.xml` és `backuphash`	1407	> a sztringjei \`contacts.xml\` (\`0x00c90e74\`) és \`backup.xml\`
0x00c90e94	?	picasa-menu-parancsok-viselkedes.md	80. 35.6 Biztonsági mentés — `backup.xml` és `backuphash`	1408	> (\`0x00c90e94\`), közte az elválasztó \`\\` (\`0x00c80910\`) ⇒ a
0x00c9105c	?	picasa-ini-format.md	5. `[Contacts]` / `[Contacts2]` — személyek	78	\| szekciónév \| \`Contacts2\` \| \`0x00c9105c\` \|
0x00c9105c	?	picasa-menu-parancsok-viselkedes.md	353. 24.5 A `[Contacts2]` érték PONTOS formátuma	5624	\| szekció \| \`Contacts2\` (\`0x00c9105c\`) \|
0x00c910a8	vtábla	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	97	⭐ **2026-09-06 (14.
0x00c910a8	?	picasa-menu-parancsok-viselkedes.md	353. 24.5 A `[Contacts2]` érték PONTOS formátuma	5635	Full Name="%s", email="%s", gaia_id="%s"\` naplóformátumba (\`0x00c910a8\`,
0x00c91104	vtábla	00-index.md	3. [ui-audit-editor.md](ui-audit-editor.md) — ✅ nincs nyitott kérdés (a #2061 2026-09-04-én LEZÁRULT; a fejléc 2026-09-05-ig elavult volt)	97	⭐ **2026-09-06 (14.
0x00c91104	adat	picasa-ini-format.md	5. `[Contacts]` / `[Contacts2]` — személyek	80	\| érték \| \`%s;%s;%s\`, elválasztó \`;\` \| \`0x00c91104\`, \`0x00c81320\` \|
0x00c91104	adat	picasa-menu-parancsok-viselkedes.md	353. 24.5 A `[Contacts2]` érték PONTOS formátuma	5626	\| érték \| \`%s;%s;%s\` (\`0x00c91104\`), az elválasztó \`;\` (\`0x00c81320\`) \|
0x00c9134c	?	biztonsagi-mentes.md	38. 13.2 A két név EGY helyről jön — testvérfüggvény-pár	916	\| \`0x00843a90\` (94 b) \| **\`PicasaManifest.xml\`** \| \`utasítás 0xc9134c\` = \`"xml"\` · \`utasítás 0xcc17d0\` =…
0x00c916c8	?	picasa-lebego-ertesito.md	2. 1. ág — képernyőfelvétel mentése	47	(\`0x00c916f4\`) és \`Fullscreen capture\` (\`0x00c916c8\`) — a mentés célmappája
0x00c916f4	?	picasa-lebego-ertesito.md	2. 1. ág — képernyőfelvétel mentése	47	(\`0x00c916f4\`) és \`Fullscreen capture\` (\`0x00c916c8\`) — a mentés célmappája
0x00c917f8	adat	picasa-menu-parancsok-viselkedes.md	268. 58.5 ⭐ MIT ÍR — a célmappa, a fájlnév és a sorszámozás (2026-09-02)	4310	\| 3 \| hozzáfűzve a **honosított** mappanév: kulcs \`CCaptureMoviePanel::CaptureFolder\`, angolul \`Captured Videos\…
0x00c91f04	?	ui-audit-editor.md	114. Mi kapcsolja be, és mi kapcsol vissza	2890	\| **be** \| \`0x00593dcf\`–\`0x00593dd4\` \| \`utasítás edx, 0xc91f04\` (\`"editpanel/movietab"\`), majd \`utasítás…
0x00c92148	?	picasa-kollazs-felulet.md	44. Nálunk — a #978 után (2026-09-02)	1969	0x009c7cb5 utasítás eax, 0xc92148 ; "center"
0x00c92150	?	picasa-keptalca.md	15. A kimeneti sor LÉPTETÉSE — a `cellwidth` és a valódi lépés (2026-09-05, #1504)	275	sztringre (\`0x00c92150\`, \`0x00c9215c\`) egyetlen hivatkozás van, a
0x00c9215c	?	picasa-keptalca.md	15. A kimeneti sor LÉPTETÉSE — a `cellwidth` és a valódi lépés (2026-09-05, #1504)	275	sztringre (\`0x00c92150\`, \`0x00c9215c\`) egyetlen hivatkozás van, a
0x00c9221c	vtábla	picasa-keptalca.md	66. 23. ⛳ Mit MUTAT a túlcsordulás-konténer: FÜGGŐLEGES lista (2026-09-14, 305. kör, #2973)	1357	\`COverflowContainer\` (RTTI-vtábla \`0x00c9221c\`), a hívott rés a vtábla
0x00c93578	?	picasa-respack-format.md	22. 9.2 Öt további feldolgozó — mind elemtípus-függő	404	A \`film_scale\` (\`0xc93578\`) két helyről hivatkozott: \`0x005a6513\` és
0x00c93584	vtábla	00-index.md	23. [szerkeszto-felso-sav.md](szerkeszto-felso-sav.md) — ✅ nincs nyitott kérdés (a blokkolt tétel 2026-09-05-én lezárult)	824	✅ **2026-09-05 — a bélyegképre kattintás szemantikája LEZÁRVA, és Ghidra NEM kellett.** A \`CFilmstrip::vftable\` (\`…
0x00c93584	?	szerkeszto-felso-sav.md	13. 5.5 ✅ A kattintás szemantikája — LEZÁRVA (2026-09-05, #1935)	250	0x005a77be utasítás 0x00c93584 ; a értesítés neve: "filmstripmove"
0x00c9359c	vtábla	00-index.md	23. [szerkeszto-felso-sav.md](szerkeszto-felso-sav.md) — ✅ nincs nyitott kérdés (a blokkolt tétel 2026-09-05-én lezárult)	824	✅ **2026-09-05 — a bélyegképre kattintás szemantikája LEZÁRVA, és Ghidra NEM kellett.** A \`CFilmstrip::vftable\` (\`…
0x00c9359c	?	szerkeszto-felso-sav.md	13. 5.5 ✅ A kattintás szemantikája — LEZÁRVA (2026-09-05, #1935)	210	A \`CFilmstrip::vftable\` (\`0x00c9359c\`) **29.
0x00c937b0	?	picasa-tartalomkulcs.md	46. 3. ⭐ Ugyanaz a mező MÁSIK kulcsnéven is kimegy: `imageuniqueid`	840	0x007d643f utasítás 0x00c937b0 ; "imageuniqueid"
0x00c937b0	?	picasa-tartalomkulcs.md	48. 5. ⭐ …és a `Picasa` szakasz OLVASÓJA ugyanide tölt vissza	884	0x005afb28 utasítás esi, 0x00c937b0 ; "imageuniqueid"
0x00c939b8	adat	picasa-gomb-es-menu-rendszer.md	36. 8/f.3 ⭐ A `+0x284` a `Property justify` — és ⛔ ÖNHELYESBÍTÉS	835	0x00609a12 utasítás 0xc939b8 ; "right" ← az ÉRTÉK
0x00c939b8	?	picasa-kollazs-felulet.md	44. Nálunk — a #978 után (2026-09-02)	1966	0x009c7c30 utasítás eax, 0xc939b8 ; "right"
0x00c939ec	?	picasa-kollazs-felulet.md	44. Nálunk — a #978 után (2026-09-02)	1947	felirat-csomópont osztálya **\`ytVectorTextNode\`** (vtable \`0x00c939ec\`, a
0x00c9432c	?	picasa-kollazs-felulet.md	44. Nálunk — a #978 után (2026-09-02)	1949	40 rekeszes megvalósítása (a felület vtable-je \`0x00c9432c\`, szintén 40).
0x00c9432c	?	picasa-megjelenitesi-modok.md	60. 15.2 ⭐ Az osztály MEGVAN: `ytTextNode`	1523	\| \`0x00a6b68e\` \| \`0xc9432c\` a \`[ebp]\`-be \| **\`ITextSettings::vftable\`** \|
0x00c943d4	vtábla	00-index.md	22. [picasa-ini-format.md](picasa-ini-format.md) — 1 BLOKKOLT tétel (a `[encoding]` fejléc, #2452; a `text=` stílusblokk MIND A KILENC mezője 2026-09-05-én LEZÁRULT)	719	⭐ **2026-09-05 — a \`text=\` stílusblokk KÉT blokkolt tétele LEZÁRVA, dekompiláció nélkül.** ⭐ **A 9.
0x00c943d4	vtábla	picasa-ini-format.md	59. A stílusblokk mezői — a SZÖVEG-ESZKÖZ vezérlőiből azonosítva (2026-09-02)	1814	\`0x005ba8a0\` (a \`0x00c943d4\` vtábla **\`+0x6c\`** rése):
0x00c943d4	?	picasa-ini-format.md	59. A stílusblokk mezői — a SZÖVEG-ESZKÖZ vezérlőiből azonosítva (2026-09-02)	1916	(\`0x00c943d4\`, 40 slot).
0x00c943d4	?	picasa-ini-format.md	59. A stílusblokk mezői — a SZÖVEG-ESZKÖZ vezérlőiből azonosítva (2026-09-02)	1918	\`ytTextSettings\` vtable-cím (\`0x00c943d4\`, \`0x00c94478\`) **pontosan
0x00c943d4	vtábla	picasa-ini-format.md	59. A stílusblokk mezői — a SZÖVEG-ESZKÖZ vezérlőiből azonosítva (2026-09-02)	2003	szerint a \`0x00c943d4\`-es alap-vtábla kísérőit (\`0x005ba7a0\`, \`0x005ba7f0\`,
0x00c943d4	vtábla	picasa-ini-format.md	59. A stílusblokk mezői — a SZÖVEG-ESZKÖZ vezérlőiből azonosítva (2026-09-02)	2101	- **Az osztály maga sosem olvassa.** A \`0x00c943d4\`-es vtábla mind a **40** metódusát
0x00c94478	?	picasa-ini-format.md	59. A stílusblokk mezői — a SZÖVEG-ESZKÖZ vezérlőiből azonosítva (2026-09-02)	1918	\`ytTextSettings\` vtable-cím (\`0x00c943d4\`, \`0x00c94478\`) **pontosan
0x00c948c4	?	picasa-gyorsbillentyuk.md	37. 10.10 A MÓDOSÍTÓ NÉLKÜLI billentyűk — a `0x005e6710`-ben	933	\| **F1** \| \`0x005e683a\` \| \`0x0057c430(1)\` őr → \`0x005d0cd0\`; egyébként \`0x0057c430(2)\` őr → **kattint: \`e…
0x00c94970	?	picasa-eger-es-kijeloles.md	18. 4.3 A kattintás pontos szemantikája	386	és a végén egy **\`"selected"\`** nevű értesítést küld ki (\`0xc94970\`),
0x00c94b2c	konstans	kollazs-eletciklus.md	261. 51.3 ⭐ A 17.10 kilenc találata is kizárva — most TARTALMI alapon	5040	\| \`0x005c2350\` \| **\`TextCursorHandler\`** ktora (\`0x00c94b2c\`) \| \`+0x14 = 1,0\`, \`+0x18\`…\`+0x34\` nullák,…
0x00c94b8c	?	ui-audit-editor.md	114. Mi kapcsolja be, és mi kapcsol vissza	2891	\| **vissza** \| \`0x005f81da\`–\`0x005f81df\` \| ugyanaz a hívás \`0xc94b8c\`-cal (\`"editpanel/tab1"\`) \|
0x00c94c90	?	filterdesc-registry.md	117. 9. ✅ A „nincs név szerinti megkerülő út" MEGERŐSÍTVE — indextől függetlenül (2026-09-09, 226. kör, #2746)	4715	\| \`0x00c94c90\` \| \`QuantizePalette\` \| a leíró \`id\` attribútumának értéke \|
0x00c94c90	?	filterdesc-registry.md	117. 9. ✅ A „nincs név szerinti megkerülő út" MEGERŐSÍTVE — indextől függetlenül (2026-09-09, 226. kör, #2746)	4729	A \`0x00c94c90\` (\`'QuantizePalette'\`, a leíró \`id\`-je) címére a \`.text\`-ben
0x00c94d34	adat	filters-decoded.md	238. 1. A `linblur`-nek NINCS csempéje — mutató-szintű bizonyíték	6228	\| \`radblur\` \| \`0x00c94d34\` \| **2** \| \`0x00c7e5f4\` (= a csempe-tábla 8.
0x00c94e40	?	picasa-menu-parancsok-viselkedes.md	356. 1. MI AKTIVÁLJA	5669	a párbeszédet (\`utasítás 0xc94e40\` = \`move_database\`, majd a \`.fen\`-megnyitó
0x00c95a94	konstans	ui-audit-editor.md	109. A CSÚSZKA ÉRTÉKKÉSZLETE — normalizált, és a 0.5 a 100 %	2679	0x005d1c78 ha érték == 0.0f -> "editpanel/fit" (0x00c95a94)
0x00c95aa4	konstans	ui-audit-editor.md	109. A CSÚSZKA ÉRTÉKKÉSZLETE — normalizált, és a 0.5 a 100 %	2680	0x005d1c9b ha érték == 0.5f -> "editpanel/1to1" (0x00c95aa4)
0x00c95ab4	?	ui-audit-editor.md	109. A CSÚSZKA ÉRTÉKKÉSZLETE — normalizált, és a 0.5 a 100 %	2681	egyébként -> "editpanel/inbetweenzoom" (0x00c95ab4)
0x00c95ebc	?	picasa-gomb-es-menu-rendszer.md	35. 8/f.2 ⭐ A 3-as méretezési mód: a LEGSZÉLESEBB tételhez igazít	806	0x0069e3a5 utasítás 0xc95ebc ; "Praxis Semi Bold/Heavy"
0x00c95f58	?	picasa-kereses-modok.md	22. Hol tárolódik, és hogyan indul	352	0x00660eab utasítás edx, 0xc95f58 ; "timeslider/scaleslider"
0x00c962c4	?	ui-audit-editor.md	18. 3.3 Az „alkalmazva" jelvény (`fx%d_adorn`)	518	\| \`editpanel/fxpreview1\` \| \`0x00C962C4\` \| \`0x008962C4\` \| ugyanaz \|
0x00c962dc	?	filterdesc-registry.md	100. 3. A teljes lánc, egy sorban	4042	Kontroll: a \`_tab%d\` (\`0x00c962dc\`) és az \`editpanel/fx%d\` (\`0x00c9631c\`)
0x00c962dc	?	ui-audit-editor.md	18. 3.3 Az „alkalmazva" jelvény (`fx%d_adorn`)	520	\| \`_tab%d\` \| \`0x00C962DC\` \| \`0x008962DC\` \| ugyanaz \|
0x00c962e4	?	filterdesc-registry.md	91. 1. A csempe-tábla: `0x00c7e5a0`, 12 bájtos tételek	3841	\`0x005d7df4 utasítás 0x00c962e4\` = \`_mod%s\` alakot is felépíti.
0x00c962e4	?	ui-audit-editor.md	18. 3.3 Az „alkalmazva" jelvény (`fx%d_adorn`)	521	\| \`_mod%s\` \| \`0x00C962E4\` \| \`0x008962E4\` \| ugyanaz \|
0x00c962ec	?	ui-audit-editor.md	18. 3.3 Az „alkalmazva" jelvény (`fx%d_adorn`)	517	\| \`editpanel/fxlabel%d\` \| \`0x00C962EC\` \| \`0x008962EC\` \| ugyanaz \|
0x00c96300	konstans	filterdesc-registry.md	96. 6. Melléklelet: a jobbról-balra író nyelvek ága	3961	és a \`0x00c96300\` = \`"ar"\` konstansokhoz (perzsa, arab), és egyezéskor
0x00c96304	?	filterdesc-registry.md	15. 4.4 Amit a fájl NEM mond meg — a Flash/Flex-örökség	1224	0x005d80d4 utasítás 0xc96304 ; "editpanel/fx%d_adorn"
0x00c96304	?	filterdesc-registry.md	92. 2. A kék jelvény: `editpanel/fx%d_adorn`, és a feltétele `mode == 1`	3845	A jelvény réteg-neve a \`0x005d80d4 utasítás 0x00c96304\` = **\`editpanel/fx%d_adorn\`**.
0x00c96304	adat	filterdesc-registry.md	100. 3. A teljes lánc, egy sorban	4040	sztring (\`0x00c96304\`) abszolút hivatkozása a \`.text\`-ben **1**, a
0x00c96304	?	filterdesc-registry.md	122. 2. A lánc újramérése — mind a nyolc szem	4933	\| 10 \| a jelvény-réteg neve a **hurokindexszel** épül \| \`0x005d80d3 utasítás ebx\` + \`utasítás 0x00c96304\` (\`e…
0x00c96304	függvény	ui-audit-editor.md	18. 3.3 Az „alkalmazva" jelvény (`fx%d_adorn`)	515	\| \`editpanel/fx%d_adorn\` \| \`0x00C96304\` \| \`0x00896304\` \| \`FUN_005d7c20\` (RVA \`0x001d7c20\`, 1614 bájt) \|
0x00c96304	?	ui-audit-editor.md	57. A jelvényen NINCS szám (2026-08-16) — az N1 lezárva	1417	0x005d80d4 utasítás 0xc96304 ; "editpanel/fx%d_adorn"
0x00c9631c	?	filterdesc-registry.md	100. 3. A teljes lánc, egy sorban	4042	Kontroll: a \`_tab%d\` (\`0x00c962dc\`) és az \`editpanel/fx%d\` (\`0x00c9631c\`)
0x00c9631c	?	ui-audit-editor.md	18. 3.3 Az „alkalmazva" jelvény (`fx%d_adorn`)	516	\| \`editpanel/fx%d\` \| \`0x00C9631C\` \| \`0x0089631C\` \| ugyanaz \|
0x00c964a4	?	picasa-kereses-modok.md	14. A kattintás ugyanezt teszi	210	(\`0x00c964a4\`), **\`dupesearch\`** (\`0x00c7ff20\`, \`0x005d94c1\` és
0x00c967c8	?	export-parbeszed.md	33. 12.1 Hova kerül és milyen néven	647	\| a végleges útvonal alakja \| **\`<hely>\<név>\\`** — záró visszaperjellel \| a \`%s\\` formátum \`0xC967C8\`-on, ö…
0x00c967c8	?	export-parbeszed.md	65. 13.8 A `changeloc` mappaválasztó és a CÉLMAPPANÉV képzése (2026-08-21, E6)	1279	0x0073b631 utasítás 0xc967c8 ; "%s\"
0x00c96818	?	ui-audit-mainwindow.md	54. A szétosztó	1232	\| \`throttle/albumscrolltop\` \| \`0x00c96818\` \| \`0x005de176\` \| **\`+0x20\`** (8.) \|
0x00c96818	?	ui-audit-mainwindow.md	57. ⚠️ MÓDSZERTAN — a név MINŐSÍTETT, és ezen bukik a keresés	1275	*Forrás: a nevek \`0x00c96818\`–\`0x00c96874\` között, egy folytonos
0x00c96830	?	ui-audit-mainwindow.md	54. A szétosztó	1233	\| \`throttle/albumscrollbottom\` \| \`0x00c96830\` \| \`0x005de1e4\` \| **\`+0x24\`** (9.) \|
0x00c9684c	?	ui-audit-mainwindow.md	54. A szétosztó	1234	\| \`throttle/nextalbum\` \| \`0x00c9684c\` \| \`0x005de334\` \| **\`+0x3c\`** (15.) \|
0x00c96860	?	ui-audit-mainwindow.md	54. A szétosztó	1235	\| \`throttle/prevalbum\` \| \`0x00c96860\` \| \`0x005de39a\` \| **\`+0x40\`** (16.) \|
0x00c96860	?	ui-audit-mainwindow.md	57. ⚠️ MÓDSZERTAN — a név MINŐSÍTETT, és ezen bukik a keresés	1271	\`0x00c96860\`), a csupasz \`prevalbum\` pedig annak a **belsejébe** mutat
0x00c96869	?	ui-audit-mainwindow.md	57. ⚠️ MÓDSZERTAN — a név MINŐSÍTETT, és ezen bukik a keresés	1272	(\`0x00c96869\`), oda viszont semmi nem hivatkozik.
0x00c96874	?	ui-audit-mainwindow.md	57. ⚠️ MÓDSZERTAN — a név MINŐSÍTETT, és ezen bukik a keresés	1275	*Forrás: a nevek \`0x00c96818\`–\`0x00c96874\` között, egy folytonos
0x00c9688c	?	filters-decoded.md	245. ⭐ Öt név kap külön kezelést — pontosan az az öt, amit mi is így kezelünk	6344	\| \`retouch\` \| \`0x00c9688c\` \|
0x00c9688c	?	filters-decoded.md	258. A HAT kihagyott név	6607	\| \`0x00c9688c\` \| \`retouch\` \|
0x00c96924	?	biztonsagi-mentes.md	50. 15.2 ⛔ NEGATÍV EREDMÉNY: a `buoptionbox` hármas HALOTT	1234	(\`0x00c96924\`) alkalmaznák egy vezérlőre.
0x00c97400	?	picasa-bezaras-es-kilepes.md	8. (d) Folyamatban lévő web-művelet — `WarnClosePlugins` (`0x005e4240`)	185	0x005e42fa utasítás eax, 0xc97400("Closing Picasa will cancel unfinished
0x00c97450	?	picasa-bezaras-es-kilepes.md	8. (d) Folyamatban lévő web-művelet — `WarnClosePlugins` (`0x005e4240`)	184	0x005e42f5 utasítás 0xc97450("WarnClosePlugins::message")
0x00c975fc	?	picasa-bezaras-es-kilepes.md	7. (c) Nem alkalmazott szerkesztés — **ÉL, LEZÁRVA (2026-08-31)**	99	kulccsal (\`0x00c975fc\`):
0x00c9776c	?	filters-decoded.md	245. ⭐ Öt név kap külön kezelést — pontosan az az öt, amit mi is így kezelünk	6345	\| \`redeye\` \| \`0x00c9776c\` \|
0x00c9776c	?	filters-decoded.md	258. A HAT kihagyott név	6603	\| \`0x00c9776c\` \| \`redeye\` \|
0x00c97f6c	?	filters-decoded.md	245. ⭐ Öt név kap külön kezelést — pontosan az az öt, amit mi is így kezelünk	6346	\| \`picnik\` \| \`0x00c97f6c\` \|
0x00c97f6c	?	filters-decoded.md	258. A HAT kihagyott név	6608	\| \`0x00c97f6c\` \| \`picnik\` \|
0x00c9a038	?	getmore-klipgyujto-mod.md	12. 3.3 A visszatérő gomb NEGYEDIK állapota („throb")	207	\`throb\` (\`0x00c7cbe4\`, a tulajdonságnév), \`eThrobOff\` (\`0x00c9a038\`) és
0x00c9ad04	?	kollazs-eletciklus.md	308. 59.1 A sávon kívüli párosok — mind a kilenc azonosítva	6023	\| \`0x00605cad\` \| \`MultiNodeHandler\` **ktor** (\`vftable 0x00c9ad04\`) \|
0x00c9af74	?	picasa-gomb-es-menu-rendszer.md	23. 8/d.1 A feldolgozó és a formátum	629	0x00609784 utasítás 0xc9af74 ; a formátum: "%d %d %d %d"
0x00c9afb4	?	picasa-gomb-es-menu-rendszer.md	28. 8/e.1 A két osztály, és hol lakik a beállítás	698	A \`.tre\`-elem a **\`ytPopupListNode\`** (\`vftable 0xc9afb4\`, konstruktor
0x00c9b0b0	?	filters-decoded.md	212. 4. KÉT affin mátrix az objektumban — és mindkettő IDENTITÁS	5722	(\`FilterDesc::vftable\` = \`0x00cd18fc\`, \`0x00cd1944\`, \`0x00c9b0b0\`,
